code,name,截止日期,盈利(百萬),盈利增長(%),每股盈利,每股盈利增長(%),每股派息,市盈率(倍),周息率(%),派息比率(%),每股賬面資產淨值,基準貨幣,兌換比率
00050,香港小輪（集團）s,2018/12,345,10.77,0.9700,11.49,0.3800,5.92,6.62,39.18,17.2063,港元,1
00050,香港小輪（集團）s,2019/12,136,-60.42,0.3800,-60.82,0.3800,17.03,5.87,100.00,-,港元,1
00051,海港企業s,2015/12,1231,13.77,1.7400,13.73,0.7000,8.70,4.62,40.23,22.8279,港元,1
00051,海港企業s,2016/12,692,-43.79,0.9800,-43.68,0.5000,15.31,3.33,51.02,22.3258,港元,1
00051,海港企業s,2017/12,1320,90.75,1.8600,89.80,0.7000,8.38,4.49,37.63,24.7588,港元,1
00051,海港企業s,2018/12,831,-37.05,1.1700,-37.10,0.3000,8.65,2.96,25.64,24.3667,港元,1
00051,海港企業s,2019/12,117,-85.92,0.1700,-85.47,0.2200,46.82,2.76,129.41,24.0959,港元,1
00052,大快活集團s,2015/03,144,33.78,1.1413,33.16,0.8000,26.24,2.67,70.10,4.7504,港元,1
00052,大快活集團s,2016/03,201,39.46,1.5862,38.98,1.4000,21.84,4.04,88.26,5.3362,港元,1
00052,大快活集團s,2017/03,205,2.24,1.6143,1.77,1.4200,18.92,4.65,87.96,5.6250,港元,1
00052,大快活集團s,2018/03,216,5.26,1.6916,4.79,1.4200,17.03,4.93,83.94,5.9714,港元,1
00052,大快活集團s,2019/03,180,-16.72,1.4000,-17.24,1.1800,12.27,6.87,84.29,6.0449,港元,1
00053,國浩集團s,2015/06,4625,-19.60,14.2637,-19.28,4.0000,6.10,4.60,28.04,177.5978,港元,7.752
00053,國浩集團s,2016/06,3088,-33.24,9.4654,-33.64,4.0000,13.87,3.05,42.26,170.6970,港元,7.7585
00053,國浩集團s,2017/06,6126,98.39,18.8149,98.78,4.0000,6.86,3.10,21.26,188.2419,港元,7.807
00053,國浩集團s,2018/06,4898,-20.04,15.0643,-19.93,3.9999,8.26,3.21,26.55,198.9663,港元,7.846
00053,國浩集團s,2019/06,3371,-31.18,10.3900,-31.03,3.9997,10.04,3.83,38.50,188.9368,港元,7.812
00055,中星集團控股,2015/12,-67,14.47,-0.3654,-452.80,0.0000,-1.53,0.00,0.00,0.4014,港元,1
00055,中星集團控股,2016/12,74,-,0.3360,-,0.0000,1.58,0.00,0.00,3.6129,港元,1
00055,中星集團控股,2017/12,48,-35.12,0.1898,-43.51,0.0000,2.00,0.00,0.00,3.9869,港元,1
00055,中星集團控股,2018/12,-38,-,-0.1495,-,0.0000,-1.28,0.00,0.00,3.6667,港元,1
00055,中星集團控股,2019/12,-31,18.83,-0.1214,18.80,0.0000,-1.63,0.00,0.00,-,港元,1
00056,聯合地產（香港）s,2015/12,4123,103.70,0.6052,103.43,0.0600,3.14,3.16,9.91,4.0586,港元,1
00056,聯合地產（香港）s,2016/12,4353,5.59,0.6388,5.55,0.0800,2.55,4.91,12.52,4.5482,港元,1
00056,聯合地產（香港）s,2017/12,3991,-8.31,0.5859,-8.28,0.0800,3.14,4.35,13.65,5.1407,港元,1
00056,聯合地產（香港）s,2018/12,2343,-41.28,0.3440,-41.29,0.0800,4.04,5.76,23.26,5.3929,港元,1
00056,聯合地產（香港）s,2019/12,2880,22.91,0.4228,22.91,0.0800,4.56,4.15,18.92,-,港元,1
00057,震雄集團,2015/03,20,-74.98,0.0320,-75.19,0.0500,51.56,3.03,156.25,4.5734,港元,1
00057,震雄集團,2016/03,-173,-,-0.2750,-,0.0500,-7.85,2.31,-18.18,4.2276,港元,1
00057,震雄集團,2017/03,51,-,0.0820,-,0.0720,27.44,3.20,87.80,4.1075,港元,1
00057,震雄集團,2018/03,102,97.88,0.1620,97.56,0.0800,16.48,3.00,49.38,4.5483,港元,1
00057,震雄集團,2019/03,90,-11.38,0.1430,-11.73,0.0700,13.15,3.72,48.95,4.3645,港元,1
00058,新威國際,2015/12,391,-,0.1700,-,0.0000,0.62,0.00,0.00,0.2006,港元,1
00058,新威國際,2016/12,-183,-,-0.0499,-,0.0000,-0.90,0.00,0.00,0.0763,港元,1
00058,新威國際,2017/12,-8,95.75,-0.0148,70.34,0.0000,-11.69,0.00,0.00,0.0800,港元,1
00058,新威國際,2018/12,-51,-548.78,-0.0807,-445.27,0.0000,-1.20,0.00,0.00,0.7270,港元,1
00058,新威國際,2019/12,-300,-493.79,-0.4170,-416.73,0.0000,-0.23,0.00,0.00,-,港元,1
00059,天譽置業,2015/12,-249,-41.30,-0.1129,-41.37,0.0000,-8.06,0.00,0.00,0.7980,港元,1.1761
00059,天譽置業,2016/12,103,-,0.0422,-,0.0000,136.64,0.00,0.00,0.7496,港元,1.11125
00059,天譽置業,2017/12,660,539.14,0.0839,98.74,0.0400,13.23,3.60,47.66,1.0652,港元,1.1989
00059,天譽置業,2018/12,855,29.62,0.1082,28.89,0.0230,9.43,2.25,21.26,0.4187,港元,1.1386
00059,天譽置業,2019/12,885,3.50,0.1140,5.38,0.0230,9.04,2.24,20.20,-,港元,1.1175
00060,香港食品投資,2015/03,22,-14.72,0.0831,-14.68,0.0000,13.72,0.00,0.00,1.7106,港元,1
00060,香港食品投資,2016/03,-16,-,-0.0599,-,0.0000,-17.53,0.00,0.00,1.5992,港元,1
00060,香港食品投資,2017/03,-10,33.13,-0.0401,33.06,0.0000,-27.43,0.00,0.00,1.4822,港元,1
00060,香港食品投資,2018/03,67,-,0.2566,-,0.0000,3.00,0.00,0.00,1.8456,港元,1
00060,香港食品投資,2019/03,188,182.27,0.7244,182.31,0.0000,1.04,0.00,0.00,2.4976,港元,1
00061,綠領控股,2015/12,-2373,-424.47,-0.1570,-28.69,0.0000,-0.21,0.00,0.00,-0.1131,港元,1
00061,綠領控股,2016/12,108,-,0.0314,-,0.0000,11.62,0.00,0.00,-0.0117,港元,1
00061,綠領控股,2017/12,94,-12.54,0.0129,-58.92,0.0000,3.33,0.00,0.00,-0.0933,港元,1
00061,綠領控股,2018/12,-1182,-,-0.1617,-,0.0000,-0.14,0.00,0.00,-0.2501,港元,1
00061,綠領控股,2019/12,-150,87.31,-0.0172,89.36,0.0000,-1.34,0.00,0.00,-,港元,1
00062,載通s,2015/12,629,51.47,1.5600,51.46,1.2000,15.35,5.01,76.92,17.8567,港元,1
00062,載通s,2016/12,831,32.15,2.0400,30.77,1.2500,11.37,5.39,61.27,19.0094,港元,1
00062,載通s,2017/12,1295,55.84,3.1100,52.45,1.2500,7.46,5.39,40.19,22.5892,港元,1
00062,載通s,2018/12,720,-44.39,1.6800,-45.98,1.2000,9.51,7.51,71.43,23.4598,港元,1
00062,載通s,2019/12,605,-15.94,1.3800,-17.86,1.0000,12.30,5.89,72.46,24.5485,港元,1
00063,中國烯谷集團,2015/12,-26,-10.09,-0.0099,-8.79,0.0000,-50.51,0.00,0.00,0.1023,港元,1
00063,中國烯谷集團,2016/12,-44,-66.03,-0.0156,-57.58,0.0000,-31.09,0.00,0.00,0.0821,港元,1
00063,中國烯谷集團,2017/12,52,-,0.0184,-,0.0000,12.50,0.00,0.00,0.1008,港元,1
00063,中國烯谷集團,2018/12,-89,-,-0.0315,-,0.0000,-5.87,0.00,0.00,0.0698,港元,1
00063,中國烯谷集團,2019/12,0,99.99,0.0000,-,0.0000,-,0.00,-,-,港元,1
00064,結好控股s,2015/03,261,-46.54,0.0551,-46.50,0.0200,4.81,7.55,36.30,0.8717,港元,1
00064,結好控股s,2016/03,464,77.95,0.0697,26.50,0.0200,3.95,7.27,28.69,0.7212,港元,1
00064,結好控股s,2017/03,342,-26.26,0.0456,-34.58,0.0200,6.25,7.02,43.86,0.6061,港元,1
00064,結好控股s,2018/03,297,-13.10,0.0334,-26.75,0.0200,7.93,7.55,59.88,0.5605,港元,1
00064,結好控股s,2019/03,195,-34.35,0.0202,-39.52,0.0200,6.19,16.00,99.01,0.5656,港元,1
00065,弘海高新資源,2015/12,-171,-51.05,-0.3534,13.76,0.0000,-1.00,0.00,0.00,0.6179,港元,1
00065,弘海高新資源,2016/12,-120,29.60,-0.1339,62.11,0.0000,-2.88,0.00,0.00,0.3131,港元,1
00065,弘海高新資源,2017/12,-144,-19.39,-0.1247,6.87,0.0000,-3.57,0.00,0.00,0.0841,港元,1
00065,弘海高新資源,2018/12,-19,86.82,-0.0126,89.90,0.0000,-15.87,0.00,0.00,0.1021,港元,1
00065,弘海高新資源,2019/12,-11,43.86,-0.0071,43.65,0.0000,-25.35,0.00,0.00,-,港元,1
00066,港鐵公司s,2015/12,12994,-16.74,2.2200,-17.47,1.0600,18.67,2.56,47.75,29.0284,港元,1
00066,港鐵公司s,2016/12,10254,-21.09,1.7400,-21.62,3.2700,23.56,7.98,187.93,25.3097,港元,1
00066,港鐵公司s,2017/12,16829,64.12,2.8300,62.64,3.3200,17.17,6.83,117.31,27.6815,港元,1
00066,港鐵公司s,2018/12,16008,-4.88,2.6400,-6.71,1.2000,16.02,2.84,45.45,29.3912,港元,1
00066,港鐵公司s,2019/12,11932,-25.46,1.9400,-26.52,1.2300,21.26,2.98,63.40,30.3033,港元,1
00067,旭光高新材料,2015/12,-25470,-8215.11,-4.5456,-8216.49,0.0000,-0.27,0.00,0.00,-1.4416,港元,1.1761
00067,旭光高新材料,2016/12,-218,99.15,-0.0389,99.14,0.0000,-32.14,0.00,0.00,-1.4009,港元,1.11125
00067,旭光高新材料,2017/12,-221,-1.41,-0.0396,-1.72,0.0000,-31.59,0.00,0.00,-1.5508,港元,1.1989
00067,旭光高新材料,2018/12,-220,0.46,-1.5713,-3871.49,0.0000,-31.82,0.00,0.00,-1.5120,港元,1.1386
00067,旭光高新材料,2019/12,-220,-0.06,-1.5645,0.43,0.0000,-16.06,0.00,0.00,-1.5231,港元,1.1175
00068,利興發展,2015/12,-6,-,-0.0372,-,0.1000,-163.98,1.64,-268.82,15.3730,港元,1
00068,利興發展,2016/12,-516,-9264.60,-3.5030,-9316.67,0.1000,-1.71,1.67,-2.85,8.3897,港元,1
00068,利興發展,2017/12,-37,92.87,-0.2499,92.87,0.1000,-22.81,1.75,-40.02,16.6864,港元,1
00068,利興發展,2018/12,-1194,-3147.58,-8.1342,-3154.98,0.0750,-0.31,3.00,-0.92,8.4447,港元,1
00068,利興發展,2019/12,-482,59.66,-3.2815,59.66,0.0000,-0.59,0.00,0.00,5.2546,港元,1
00069,香格里拉（亞洲）s,2015/12,1086,-22.58,0.3046,-31.93,0.1000,37.95,0.86,32.82,13.8389,港元,7.7505
00069,香格里拉（亞洲）s,2016/12,822,-24.28,0.2303,-24.39,0.1300,77.47,0.73,56.46,12.9756,港元,7.754
00069,香格里拉（亞洲）s,2017/12,1235,50.13,0.3462,50.31,0.1703,32.01,1.54,49.21,14.3950,港元,7.814
00069,香格里拉（亞洲）s,2018/12,1511,22.41,0.4230,22.21,0.2200,12.88,4.04,52.01,13.7407,港元,7.834
00069,香格里拉（亞洲）s,2019/12,1187,-21.43,0.3325,-21.40,0.0800,18.23,1.32,24.05,13.4425,港元,7.787
00070,金粵控股,2015/06,-828,-,-1.7900,-,0.0000,-0.18,0.00,0.00,0.2523,港元,1
00070,金粵控股,2016/06,-202,75.59,-0.4300,75.98,0.0000,-0.87,0.00,0.00,1.5339,港元,1
00070,金粵控股,2017/06,-10,94.98,-0.0100,97.67,0.0000,-28.50,0.00,0.00,1.5192,港元,1
00070,金粵控股,2018/06,39,-,0.0600,-,0.0000,3.03,0.00,0.00,1.5756,港元,1
00070,金粵控股,2019/06,43,9.15,0.0600,0.00,0.0000,1.65,0.00,0.00,1.6354,港元,1
00071,美麗華酒店s,2015/12,1355,4.20,2.3500,4.44,0.5400,6.96,3.30,22.98,24.5707,港元,1
00071,美麗華酒店s,2016/12,1277,-5.80,2.2100,-5.96,0.5400,7.34,3.33,24.43,26.2136,港元,1
00071,美麗華酒店s,2017/12,1519,19.00,2.5200,14.03,0.5900,6.56,3.57,23.41,27.0913,港元,1
00071,美麗華酒店s,2018/12,1624,6.91,2.3600,-6.35,0.6100,5.21,4.96,25.85,27.5368,港元,1
00071,美麗華酒店s,2019/12,1288,-20.68,1.8600,-21.19,0.5800,7.73,4.03,31.18,-,港元,1
00072,現代傳播,2015/12,25,-47.82,0.0562,-48.04,0.0250,19.57,2.27,44.46,1.2675,港元,1.1761
00072,現代傳播,2016/12,3,-86.07,0.0079,-85.97,0.0100,83.65,1.52,126.74,1.1963,港元,1.11125
00072,現代傳播,2017/12,-46,-,-0.1059,-,0.0000,-3.59,0.00,0.00,1.1765,港元,1.1989
00072,現代傳播,2018/12,-40,12.94,-0.0923,12.77,0.0000,-2.38,0.00,0.00,1.0348,港元,1.1386
00072,現代傳播,2019/12,0,-,0.0009,-,0.0000,251.68,0.00,0.00,-,港元,1.1175
00073,亞洲果業,2015/06,-1527,33.47,-1.2217,33.99,0.0000,-0.49,0.00,0.00,5.0201,港元,1.2492
00073,亞洲果業,2016/06,-6058,-296.70,-4.8480,-296.82,0.0000,-0.12,0.00,0.00,-0.1733,港元,1.1612
00073,亞洲果業,2017/06,-33,99.46,-0.0265,99.45,0.0000,-22.63,0.00,0.00,-0.1974,港元,1.15265
00073,亞洲果業,2018/06,-262,-699.12,-0.2092,-689.29,0.0000,-2.87,0.00,0.00,-0.4099,港元,1.1822
00073,亞洲果業,2019/06,616,-,0.4922,-,0.0000,1.22,0.00,0.00,0.0959,港元,1.1367
00075,渝太地產s,2015/12,534,10.80,0.6680,10.78,0.0000,3.50,0.00,0.00,8.2746,港元,1
00075,渝太地產s,2016/12,356,-33.36,0.4450,-33.38,3.8000,5.62,152.00,853.93,1.8218,港元,1
00075,渝太地產s,2017/12,55,-84.62,0.0680,-84.72,0.0100,34.71,0.42,14.71,2.0306,港元,1
00075,渝太地產s,2018/12,82,50.30,0.1030,51.47,0.0100,20.39,0.48,9.71,2.0398,港元,1
00075,渝太地產s,2019/12,84,1.79,0.1050,1.94,0.0100,20.00,0.48,9.52,2.1753,港元,1
00076,誼礫控股,2015/12,-59,66.70,-0.0550,74.10,0.0000,-1.16,0.00,0.00,1.8671,港元,7.751
00076,誼礫控股,2016/12,-244,-311.25,-0.1070,-94.44,0.0000,-0.79,0.00,0.00,0.8439,港元,7.754
00076,誼礫控股,2017/12,-75,69.39,-0.0195,81.74,0.0000,-2.35,0.00,0.00,0.5707,港元,7.814
00076,誼礫控股,2018/12,54,-,0.0110,-,0.0000,1.55,0.00,0.00,0.5767,港元,7.834
00076,誼礫控股,2019/12,-73,-,-0.0132,-,0.0000,-1.28,0.00,0.00,-,港元,7.787
00077,進智公共交通,2015/03,-23,-26.22,-0.0861,-26.25,0.0500,-15.68,3.70,-58.07,0.8920,港元,1
00077,進智公共交通,2016/03,29,-,0.1106,-,0.1000,14.92,6.06,90.42,0.9532,港元,1
00077,進智公共交通,2017/03,30,3.36,0.1131,2.26,0.1000,11.32,7.81,88.42,0.9674,港元,1
00077,進智公共交通,2018/03,-29,-,-0.1079,-,0.0500,-8.80,5.26,-46.34,0.6965,港元,1
00077,進智公共交通,2019/03,-43,-47.62,-0.1591,-47.45,0.0800,-4.34,11.59,-50.28,0.4712,港元,1
00078,富豪酒店國際s,2015/12,119,-71.00,0.1300,-70.45,0.1300,38.77,2.58,100.00,12.8374,港元,1
00078,富豪酒店國際s,2016/12,214,79.58,0.2300,76.92,0.1300,24.22,2.33,56.52,12.9117,港元,1
00078,富豪酒店國際s,2017/12,982,359.57,1.0800,369.57,0.1600,4.63,3.20,14.81,14.0709,港元,1
00078,富豪酒店國際s,2018/12,548,-44.23,0.4800,-55.56,0.1900,6.75,5.86,39.58,14.3125,港元,1
00078,富豪酒店國際s,2019/12,455,-17.00,0.3800,-20.83,0.1050,8.45,3.27,27.63,-,港元,1
00079,世紀建業,2015/12,-19,-,-0.0623,-,0.0000,-12.84,0.00,0.00,1.2181,港元,1
00079,世紀建業,2016/12,-20,-2.54,-0.0633,-1.61,0.0000,-10.90,0.00,0.00,1.1599,港元,1
00079,世紀建業,2017/12,11,-,0.0348,-,0.0000,11.49,0.00,0.00,1.2088,港元,1
00079,世紀建業,2018/12,-13,-,-0.0416,-,0.0000,-5.29,0.00,0.00,1.1648,港元,1
00079,世紀建業,2019/12,-21,-64.95,-0.0663,-59.38,0.0000,-3.02,0.00,0.00,-,港元,1
00080,中國新經濟（新）,2015/12,-170,-,-1.4800,-,0.0000,-0.14,0.00,0.00,0.5253,港元,1
00080,中國新經濟（新）,2016/12,48,-,0.0900,-,0.0000,1.69,0.00,0.00,2.1026,港元,1
00080,中國新經濟（新）,2017/12,-511,-,-0.6800,-,0.0000,-0.15,0.00,0.00,0.1517,港元,1
00080,中國新經濟（新）,2018/12,-93,81.80,-0.0900,86.76,0.0000,-0.49,0.00,0.00,0.0626,港元,1
00080,中國新經濟（新）,2019/12,-34,63.35,-0.0300,66.67,0.0000,-5.70,0.00,0.00,0.0443,港元,1
00081,中國海外宏洋集團s,2015/12,851,-32.84,0.3730,-32.79,0.0000,10.80,0.00,0.00,4.8955,港元,1
00081,中國海外宏洋集團s,2016/12,900,5.76,0.3940,5.63,0.0200,8.83,0.57,5.08,4.5665,港元,1
00081,中國海外宏洋集團s,2017/12,1271,41.23,0.5360,36.04,0.0400,6.19,1.20,7.46,5.9929,港元,1
00081,中國海外宏洋集團s,2018/12,2427,90.92,0.7310,36.38,0.1420,4.83,4.02,19.43,5.6810,港元,1
00081,中國海外宏洋集團s,2019/12,3721,53.29,1.0873,48.75,0.2550,4.08,5.74,23.45,6.3803,港元,1.1175
00082,第一視頻,2015/12,143,-,0.0433,-,0.1000,6.47,35.71,230.95,0.8688,港元,1
00082,第一視頻,2016/12,-980,-,-0.2972,-,0.0000,-0.73,0.00,0.00,0.5559,港元,1
00082,第一視頻,2017/12,-366,62.62,-0.1111,62.62,0.0000,-2.34,0.00,0.00,0.4537,港元,1
00082,第一視頻,2018/12,-648,-76.78,-0.1902,-71.20,0.0000,-0.78,0.00,0.00,0.2660,港元,1
00082,第一視頻,2019/12,-185,71.40,-0.0440,76.87,0.0000,-3.14,0.00,0.00,0.2129,港元,1
00083,信和置業s,2015/06,9372,5.05,1.5490,3.75,0.5000,8.83,3.65,32.28,19.4818,港元,1
00083,信和置業s,2016/06,7090,-24.34,1.1600,-25.11,0.5100,11.83,3.72,43.97,19.8108,港元,1
00083,信和置業s,2017/06,7415,4.57,1.1900,2.59,0.5300,11.18,3.98,44.54,20.3234,港元,1
00083,信和置業s,2018/06,13996,88.76,2.1800,83.19,0.9800,5.14,8.75,44.95,21.1390,港元,1
00083,信和置業s,2019/06,6915,-50.59,1.0300,-52.75,0.5500,10.23,5.22,53.40,21.3135,港元,1
00084,寶光實業,2015/03,92,-46.56,0.0877,-46.56,0.0300,6.84,5.00,34.21,1.3822,港元,1
00084,寶光實業,2016/03,-190,-,-0.1816,-,0.0000,-3.52,0.00,0.00,1.1752,港元,1
00084,寶光實業,2017/03,-178,6.36,-0.1700,6.39,0.0000,-2.53,0.00,0.00,0.8783,港元,1
00084,寶光實業,2018/03,-151,15.37,-0.1439,15.35,0.1900,-1.25,105.56,-132.04,0.9753,港元,1
00084,寶光實業,2019/03,-35,77.05,-0.0330,77.07,0.0000,-2.97,0.00,0.00,0.9412,港元,1
00085,中電華大科技,2015/12,177,4.26,0.0874,-8.48,0.0300,18.31,1.88,34.32,0.7075,港元,1
00085,中電華大科技,2016/12,1061,498.34,0.5228,498.17,0.0300,2.20,2.61,5.74,0.8216,港元,1
00085,中電華大科技,2017/12,220,-79.26,0.1084,-79.27,0.0300,7.38,3.75,27.68,0.9979,港元,1
00085,中電華大科技,2018/12,113,-48.51,0.0558,-48.52,0.0200,8.69,4.12,35.84,0.9471,港元,1
00085,中電華大科技,2019/12,155,36.92,0.0764,36.92,0.0230,7.07,4.26,30.10,-,港元,1
00086,新鴻基公司s,2015/12,3897,193.32,1.7380,181.69,0.2600,2.92,5.13,14.96,8.0788,港元,1
00086,新鴻基公司s,2016/12,1110,-71.52,0.5030,-71.06,0.2600,10.08,5.13,51.69,8.2430,港元,1
00086,新鴻基公司s,2017/12,1824,64.41,0.8400,67.00,0.2600,4.71,6.57,30.95,9.0231,港元,1
00086,新鴻基公司s,2018/12,1184,-35.11,0.5620,-33.10,0.2600,5.21,8.87,46.26,9.4817,港元,1
00086,新鴻基公司s,2019/12,2085,76.14,1.0440,85.77,0.2600,3.06,8.15,24.90,-,港元,1
00087,太古股份公司Ｂ,2015/12,13429,21.32,1.7900,21.77,0.7800,7.80,5.59,43.58,29.0371,港元,1
00087,太古股份公司Ｂ,2016/12,9644,-28.19,1.2800,-28.49,0.4200,10.56,3.11,32.81,29.8918,港元,1
00087,太古股份公司Ｂ,2017/12,26070,170.32,3.4700,171.09,0.4200,4.16,2.91,12.10,33.7164,港元,1
00087,太古股份公司Ｂ,2018/12,23629,-9.36,3.1500,-9.22,0.6000,3.32,5.74,19.05,36.0186,港元,1
00087,太古股份公司Ｂ,2019/12,9007,-61.88,1.2000,-61.90,0.6000,6.82,7.33,50.00,36.4100,港元,1
00088,大昌集團s,2015/03,554,-45.29,0.9000,-45.12,0.3000,6.88,4.85,33.33,11.2082,港元,1
00088,大昌集團s,2016/03,226,-59.14,0.3700,-58.89,0.3000,22.59,3.59,81.08,11.2472,港元,1
00088,大昌集團s,2017/03,196,-13.30,0.3200,-13.51,0.3200,27.78,3.60,100.00,11.2440,港元,1
00088,大昌集團s,2018/03,355,80.78,0.5700,78.13,0.3500,13.93,4.41,61.40,11.4576,港元,1
00088,大昌集團s,2019/03,232,-34.71,0.3800,-33.33,0.3500,13.55,6.80,92.11,11.4757,港元,1
00089,大生地產,2015/12,263,-57.55,0.9200,-57.41,0.1600,5.33,3.27,17.39,22.1721,港元,1
00089,大生地產,2016/12,374,41.91,1.3000,41.30,0.1600,3.92,3.14,12.31,23.3133,港元,1
00089,大生地產,2017/12,502,34.38,1.7500,34.62,0.1600,3.06,2.99,9.14,24.9066,港元,1
00089,大生地產,2018/12,493,-1.84,1.7100,-2.29,0.2200,2.63,4.90,12.87,26.4283,港元,1
00089,大生地產,2019/12,436,-11.47,1.5200,-11.11,0.2200,2.82,5.14,14.47,27.7086,港元,1
00090,普星潔能,2015/12,51,-,0.1211,-,0.0300,10.15,2.44,24.76,1.2026,港元,1.1761
00090,普星潔能,2016/12,46,-9.81,0.1011,-16.52,0.0300,9.00,3.30,29.67,1.1726,港元,1.11125
00090,普星潔能,2017/12,41,-11.47,0.0899,-11.08,0.0300,8.56,3.90,33.36,1.3629,港元,1.1989
00090,普星潔能,2018/12,52,26.49,0.1127,25.36,0.0350,5.41,5.74,31.05,1.3469,港元,1.1386
00090,普星潔能,2019/12,61,18.12,0.1341,18.97,0.0400,4.62,6.45,29.83,-,港元,1.1175
00091,金禧國際控股,2015/12,-424,-115.72,-0.1789,-257.80,0.0000,-0.49,0.00,0.00,0.1948,港元,1
00091,金禧國際控股,2016/12,-384,9.27,-0.1304,27.11,0.0000,-0.31,0.00,0.00,0.1105,港元,1
00091,金禧國際控股,2017/12,-304,20.95,-0.6900,-429.14,0.0000,-0.44,0.00,0.00,0.1266,港元,1
00091,金禧國際控股,2018/12,-530,-74.54,-1.1100,-60.87,0.0000,-0.28,0.00,0.00,0.0897,港元,1
00091,金禧國際控股,2019/12,-397,25.20,-0.7200,35.14,0.0000,-0.35,0.00,0.00,-0.4424,港元,1
00092,冠軍科技集團,2015/06,7,231.33,0.0012,200.00,0.0000,116.67,0.00,0.00,1.2217,港元,1
00092,冠軍科技集團,2016/06,-29,-,-0.0045,-,0.0000,-13.11,0.00,0.00,1.2182,港元,1
00092,冠軍科技集團,2017/06,-4188,-14548.96,-13.2300,-293900.00,0.0000,-0.03,0.00,0.00,0.5630,港元,1
00092,冠軍科技集團,2018/06,-3812,8.98,-9.2900,29.78,0.0000,-0.02,0.00,0.00,0.1058,港元,1
00092,冠軍科技集團,2019/06,-72,98.11,-0.1100,98.82,0.0000,-0.79,0.00,0.00,0.1056,港元,1
00093,添利工業國際,2015/03,-150,-,-0.0764,-,0.0000,-9.82,0.00,0.00,0.5684,港元,1
00093,添利工業國際,2016/03,-396,-164.85,-0.2023,-164.79,0.0000,-4.00,0.00,0.00,0.4106,港元,1
00093,添利工業國際,2017/03,-132,66.58,-0.0676,66.58,0.0000,-7.32,0.00,0.00,0.5063,港元,1
00093,添利工業國際,2018/03,83,-,0.0425,-,0.0000,8.94,0.00,0.00,0.4888,港元,1
00093,添利工業國際,2019/03,-20,-,-0.0102,-,0.0000,-26.47,0.00,0.00,0.4822,港元,1
00094,綠心集團,2015/12,-437,-227.77,-0.5060,-199.41,0.0000,-2.27,0.00,0.00,0.6031,港元,1
00094,綠心集團,2016/12,9,-,0.0060,-,0.0000,148.33,0.00,0.00,0.5941,港元,1
00094,綠心集團,2017/12,86,889.71,0.0510,750.00,0.0000,11.18,0.00,0.00,0.6810,港元,1
00094,綠心集團,2018/12,-57,-,-0.0310,-,0.0000,-6.13,0.00,0.00,0.5859,港元,1
00094,綠心集團,2019/12,-144,-152.84,-0.0780,-151.61,0.0000,-2.37,0.00,0.00,-,港元,1
00095,綠景中國地產s,2015/12,491,2.91K,0.1241,925.44,0.0100,17.41,0.46,8.06,1.9748,港元,1.1761
00095,綠景中國地產s,2016/12,892,81.45,0.1899,53.06,0.0500,16.85,1.56,26.33,2.1224,港元,1.11125
00095,綠景中國地產s,2017/12,1241,39.23,0.2645,39.26,0.0500,8.62,2.19,18.91,2.5121,港元,1.1989
00095,綠景中國地產s,2018/12,1409,13.48,0.2870,8.53,0.0530,7.73,2.39,18.46,2.6106,港元,1.1386
00095,綠景中國地產s,2019/12,1955,38.82,0.3925,36.73,0.0610,5.68,2.74,15.54,-,港元,1.1175
00096,友成控股,2015/12,73,15.69,0.1799,-44.96,0.0465,11.67,2.21,25.82,2.1974,港元,1.1761
00096,友成控股,2016/12,71,-1.72,0.1767,-1.81,0.0220,15.85,0.79,12.45,1.1918,港元,1.11125
00096,友成控股,2017/12,100,40.16,0.2062,16.71,0.0237,8.73,1.32,11.51,1.5104,港元,1.1989
00096,友成控股,2018/12,104,3.99,0.0017,-99.16,0.0182,510.89,2.05,1.05K,1.4228,港元,1.1386
00096,友成控股,2019/12,40,-61.81,0.0006,-64.72,0.0145,1.37K,1.73,2.36K,-,港元,1.1175
00097,恒基發展,2015/12,449,-,0.1470,-,0.0400,4.49,6.06,27.21,0.4887,港元,1
00097,恒基發展,2016/12,100,-77.73,0.0330,-77.55,0.0400,20.61,5.88,121.21,0.4808,港元,1
00097,恒基發展,2017/12,111,11.00,0.0360,9.09,0.0400,19.17,5.80,111.11,0.4693,港元,1
00097,恒基發展,2018/12,97,-12.61,0.0320,-11.11,0.0400,15.63,8.00,125.00,0.4598,港元,1
00097,恒基發展,2019/12,62,-36.08,0.0200,-37.50,0.0300,22.00,6.82,150.00,-,港元,1
00098,興發鋁業,2015/12,313,11.52,0.7527,11.70,0.0900,4.74,2.52,11.95,3.9949,港元,1.1761
00098,興發鋁業,2016/12,332,6.11,0.7890,4.82,0.0000,8.57,0.00,0.00,4.4873,港元,1.11125
00098,興發鋁業,2017/12,459,38.31,1.1030,39.80,0.2000,5.25,3.45,18.13,5.9344,港元,1.1989
00098,興發鋁業,2018/12,564,22.92,1.3435,21.81,0.2000,4.54,3.28,14.89,6.8210,港元,1.1386
00098,興發鋁業,2019/12,678,20.15,1.6208,20.64,0.2801,4.07,4.24,17.28,-,港元,1.1178
00099,王氏國際,2015/12,598,-2.98,1.2500,-3.10,0.0750,2.47,2.43,6.00,5.5062,港元,1
00099,王氏國際,2016/12,468,-21.73,0.9800,-21.60,0.0800,3.18,2.56,8.16,6.2391,港元,1
